id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1376873,Beautiful Boutique Condo Steps from the Beach,7459306,Rachelle,,Hollywood,26.02302,-80.11658,Entire home/apt,,3,33,2022-07-30,0.32,1,255,0,
1408900,Pool view 2 miles to Hollywood beach sleeps 6 #209,454736,"Jon,  Mary Pop Apartments",,Dania Beach,26.0339584,-80.14204149999999,Entire home/apt,106,4,44,2024-03-30,0.35,10,16,7,
1548483,"""Welcome home on Hallandale Beach""",8250407,Shane,,Hollywood,25.99644,-80.11963,Entire home/apt,184,3,45,2024-03-24,0.35,1,344,3,
1559232,Luxury Beach House steps from the ocean,8298928,Craig,,Hollywood,26.048735,-80.113045,Entire home/apt,350,4,39,2023-11-18,0.30,1,112,5,
1602075,Gorgeous Deerfield Home with Heated Pool,1976255,Svetlana,,Deerfield Beach,26.31989,-80.09157,Entire home/apt,275,4,117,2024-05-27,0.91,1,336,7,
1646485,Amazing location across the beach!,8737341,France,,Pompano Beach,26.22799,-80.08983,Entire home/apt,446,7,7,2024-05-17,0.16,1,293,1,
1658551,Modern Beach Apartment by Miami Te Espera,8790381,Natalia,,Hollywood,25.98869,-80.11806,Entire home/apt,193,5,28,2024-04-05,0.22,10,114,1,
1661692,2 bedroom. Beach Club,8802450,Janet,,Hallandale Beach,25.98492,-80.11828,Entire home/apt,300,90,0,,,5,363,0,
1664188,3 bedroom/3 baths. Beach Club.,8802450,Janet,,Hallandale Beach,25.98434,-80.11801,Entire home/apt,750,90,0,,,5,358,0,
1664295,On the Beach!  2 bedroom/2 baths,8802450,Janet,,Hollywood,25.9873,-80.11862,Entire home/apt,250,10,0,,,5,362,0,
1682792,"Compact Studio, Pretty, Cozy,  Steps to Beach",231429,Sonia,,Hollywood,26.02797806147811,-80.11610635123377,Entire home/apt,75,3,123,2024-06-09,0.96,1,148,15,
1744871,Oceanfront condo in Fort Lauderdale,42693534,Sandra,,Lauderdale By The Sea,26.21158,-80.0918,Entire home/apt,150,7,81,2024-04-26,0.63,1,229,8,
1750221,3BDR-2BA Home in quiet neighborhood,9207908,Lee,,North Lauderdale,26.21774,-80.22545,Private room,45,1,1,2020-01-12,0.02,1,241,0,
1796704,NEW 2 BED APARTMENT  SAWGRASS MALL,6204254,Florida Trend,,Plantation,26.12964,-80.31767,Entire home/apt,110,30,26,2018-11-17,0.20,4,365,0,
1819422,Villa-Coral-Ridge-Fort Lauderdale,9526715,Jean Yves,,Fort Lauderdale,26.20038,-80.12807,Entire home/apt,392,3,37,2024-05-18,0.32,1,344,8,
1856146,Cozy Seaward Shores! Walk to Beach!,9443719,Ida Annika,,Lauderdale By The Sea,26.21847,-80.09601,Entire home/apt,225,7,19,2024-03-28,0.16,8,309,4,
1865860,Comfy Studio *Quiet *Fast Wi-Fi *Stand Up Desk,2692728,Vera,,Oakland Park,26.172754287719727,-80.15001678466797,Entire home/apt,72,3,513,2024-06-11,3.97,3,90,10,
1871833,"Beautiful, Two Story Home",9754289,Patrick,,Deerfield Beach,26.28451,-80.14504,Private room,79,5,31,2016-09-01,0.24,1,268,0,
1901619,Waterfront home / pool near Miami,9873790,Suncove Villa,,Pompano Beach,26.21766,-80.09986,Entire home/apt,299,5,57,2024-03-01,0.50,1,263,2,
1909627,W Residences 2 BR Apartment Ft. Lauderdale Beach!,1118365,Allen,,Fort Lauderdale,26.12892,-80.1048,Entire home/apt,,2,57,2024-05-12,0.49,1,145,13,
1911406,The Cracker Shack Tiny House Fort Lauderdale,171749,Rob,,Fort Lauderdale,26.13233757019043,-80.13584899902344,Entire home/apt,113,30,13,2020-10-02,0.10,1,89,0,
1923086,"East Miramar / ""AIRSTREAM TRAILER """,5680969,Ana,,Miramar,25.97314,-80.20889,Entire home/apt,107,5,0,,,1,365,0,
1987335,Lovely Beach Apartment by Miami Te Espera,8790381,Natalia,,Hollywood,25.98869,-80.11806,Entire home/apt,193,4,44,2024-03-03,0.39,10,87,2,
1989116,2 - Beach Bungalow w/ Free Parking,9946914,Nick,,Hollywood,26.02424,-80.11634,Entire home/apt,113,3,78,2024-05-28,0.61,2,304,3,
2011721,3 - Beach Bungalow w/ Free Parking,9946914,Nick,,Hollywood,26.02468,-80.11625,Entire home/apt,92,3,115,2024-04-17,0.90,2,214,1,
2022117,Furnished Room # 3 share bathroom,10392690,Pochita,,Pembroke Pines,26.02633,-80.23914,Private room,53,3,52,2024-05-30,0.41,4,70,6,
2028061,"Modern, quaint, fully renovated",10416582,Shelly,,Tamarac,26.22893,-80.26515,Private room,49,3,27,2023-01-04,0.21,1,23,0,
2043616,Best of Hallandle Beach Vacation,10479761,Barry,,Hallandale Beach,25.9775,-80.12035,Entire home/apt,85,90,4,2022-04-01,0.04,1,358,0,
2057228,"Lovely Room Weston , Florida Golf",10534063,Sandra,,Weston,26.113089591147588,-80.36771870845996,Private room,73,1,120,2024-05-05,0.95,2,323,24,
2098727,The BluView Apart - Ocean Front Miami Hollywood,10704712,Michel,,Hollywood,25.9877,-80.11907,Entire home/apt,230,2,116,2024-06-18,1.14,2,325,11,
2108829,Studio on the beach Ocean Manor,10591425,Chris,,Fort Lauderdale,26.17957,-80.09687,Entire home/apt,130,4,58,2024-03-07,0.46,2,307,2,
2116588,Downtown Fort Lauderdale and Beaches-2401,10791649,Lena,,Fort Lauderdale,26.09122,-80.18896,Entire home/apt,183,3,219,2024-06-08,2.13,5,261,30,
2177017,Pompano Beach House with Heated Pool & Spa,6272954,Erica,,Margate,26.24921,-80.22059,Entire home/apt,291,4,76,2024-06-17,0.66,5,295,4,
2209568,Oceanfront Building: On the Beach! Enjoy it!,11270841,Pablo,,Hollywood,25.9873,-80.11862,Entire home/apt,158,2,83,2024-05-19,0.72,1,171,17,
2254312,The  Little Inn with a Big ❤️,11512158,Sea Spray Inn,,Lauderdale By The Sea,26.18779,-80.09628,Entire home/apt,147,3,183,2024-06-24,1.89,5,24,15,
2262485,Peaceful Studio  with Full Kitchen,11553282,Lorraine & Greg,,Fort Lauderdale,26.20941,-80.11751,Entire home/apt,71,1,640,2024-06-24,5.11,4,29,61,
2274922,Amazing Beach View Studio on Florida's Best Beach,11584719,Osean11,,Hollywood,26.0119,-80.11684,Entire home/apt,105,2,60,2022-08-05,1.37,1,0,0,
2311108,Health & Wellness Retreat 5' from Hollywood Beach,11797569,Alejandro,,Hollywood,26.00088119506836,-80.13599395751953,Private room,75,2,84,2024-05-06,1.54,1,173,23,
2362039,Furnished Room #2 share bathroom,10392690,Pochita,,Pembroke Pines,26.02551,-80.23962,Private room,53,3,11,2024-03-15,0.09,4,40,1,
2379359,Spacious 1/1 Hotel-Condo Minutes from the Beach!,12154543,Shiela,,Fort Lauderdale,26.1381,-80.11015,Entire home/apt,116,1,95,2024-03-30,0.84,2,354,4,
2410896,Stunning Beach Apartment by Miami Te Espera,8790381,Natalia,,Hollywood,25.98869,-80.11806,Entire home/apt,269,4,33,2022-04-23,0.29,10,102,0,
2439075,8 Bed 5 Bath Pool Water View-Minimum 3 Months,12468203,Gary,,Deerfield Beach,26.30387,-80.0884,Entire home/apt,433,90,2,2015-01-04,0.02,2,365,0,
2445506,"6,800 SF. 8/5 pool spa water view",12468203,Gary,,Parkland,26.32728,-80.27905,Entire home/apt,499,90,3,2017-03-17,0.02,2,365,0,
2452611,Resort Villa W - Ocean & IntraCoastal,12540540,Tom,,Hillsboro Beach,26.3043,-80.07796,Entire home/apt,177,3,29,2024-05-22,0.33,5,233,3,
2500771,"Charming Villa, Pool, Walk 2 Beach Fort Lauderdale",12705227,Rhona,,Fort Lauderdale,26.16136932373047,-80.10245513916016,Entire home/apt,222,2,110,2024-04-08,1.05,2,358,4,
2501510,Private Cabin King Bed Free Parking 2 miles 2Beach,10477721,Joanne And Louis,,Pompano Beach,26.23878,-80.11984,Entire home/apt,125,2,21,2022-05-02,0.18,1,363,0,
2509161,STUDIO 3 Blocks to BEACH w/POOL & free WiFi,899093,Sharone,,Hallandale Beach,25.98546,-80.12828,Entire home/apt,70,3,155,2024-05-28,1.24,7,62,6,
2553995,CHAPPY WATERFRONT RESORT HOUSE,13077136,James,,Pompano Beach,26.2094,-80.12895,Entire home/apt,296,3,6,2021-11-28,0.08,2,296,0,
2558604,One of a kind split level home with large pool,1463210,Belkis,,Plantation,26.11613,-80.23057,Entire home/apt,250,3,7,2023-04-01,0.06,1,0,0,
2586608,White Sandy Beach & Superb location,11068214,Ronald,,Hollywood,25.98891,-80.11899,Entire home/apt,206,7,47,2023-04-02,0.39,5,162,0,
2600442,"COMFY 1bedrm apt , WIFI, POOL ,PARKING NEAR BEACH",899093,Sharone,,Hallandale Beach,25.9962,-80.13525,Entire home/apt,76,30,30,2024-05-24,0.25,7,123,2,
2752488,★彡 BIG DOGS Welcome♡Your 2nd home Beach/Downtown彡★,1710387,Doris,,Hollywood,26.00506,-80.1409,Entire home/apt,94,31,25,2024-03-05,0.20,4,52,2,
2824122,Oceanview king bed right on the beach w pool&gym,14447511,Andrew,,Hollywood,25.988689422607422,-80.11805725097656,Entire home/apt,276,1,45,2024-06-24,2.50,3,83,39,
2886372,Very nice and safe complex!,14751091,Philip,,Deerfield Beach,26.3195,-80.14709,Entire home/apt,128,14,34,2024-05-08,0.30,4,61,5,
2914844,Sailboat Bend Retreat,13077724,Kelsey,,Fort Lauderdale,26.1185219,-80.1610659,Entire home/apt,264,3,6,2024-06-23,2.95,1,232,6,
2942878,"STUDIO W/POOL , PARKING, WIFI, 3 BLOCKS TO BEACH",899093,Sharone,,Hallandale Beach,25.98559,-80.12831,Entire home/apt,70,5,133,2024-06-09,1.08,7,85,8,
3014355,THE TIDES 1 bedroom apt with nice OCEAN VIEW,15362033,Ana,,Hallandale Beach,25.98586,-80.12159,Entire home/apt,230,6,38,2023-12-29,0.35,25,149,2,
3113463,Nice private room / Waterfront home,15820838,Eloizio,,Pompano Beach,26.20928,-80.13118,Private room,65,4,77,2024-04-30,0.71,2,351,3,
3218564,Casino Lodging “Country Acres” Parkland Florida,16295826,Barbara,,Coral Springs,26.29326,-80.21954,Entire home/apt,120,1,78,2024-06-15,0.66,1,200,10,
3410222,Eco friendly paradise near Airport/Port/Beaches!,17044377,James,,Dania Beach,26.065,-80.19611,Private room,60,4,78,2024-04-21,1.09,3,83,2,
3410784,Beautiful 2 bed condo by the ocean,14055439,Maria,,Lauderdale By The Sea,26.2142,-80.09458,Entire home/apt,180,90,1,2015-04-01,0.01,1,271,0,
3425621,"2/2 Corner until , WD in-unit WD",17267831,Andrea,,Fort Lauderdale,26.16605544217378,-80.11338350046778,Entire home/apt,230,30,0,,,2,269,0,
3525059,Beautiful Beach Waterfront Dockage,17751258,Eileen,,Fort Lauderdale,26.13558,-80.10665,Entire home/apt,,7,7,2024-05-07,0.08,1,0,2,
3528081,The Royal Palm Villa - Waterfront,17762583,Lennart,,Fort Lauderdale,26.12217,-80.11675,Entire home/apt,500,3,62,2024-03-15,0.55,1,179,4,
3530463,LakeFront - Home Near Casino w private pool,17773902,Beatriz,,Davie,26.07055,-80.2599,Entire home/apt,,3,133,2024-06-06,1.13,1,129,5,
3552489,Five Star 3 Bedroom Retreat w/ Private Suite,14191888,Zachary,,Fort Lauderdale,26.13513,-80.12416,Entire home/apt,,30,41,2024-03-14,1.35,6,3,1,
3553435,"Private Master with 
Private Bath (w/Pool Access)",11553282,Lorraine & Greg,,Fort Lauderdale,26.20974,-80.11967,Private room,60,1,698,2024-06-17,5.81,4,27,59,
3628940,Gorgeous Oceanfront 2/2 Condo 1506,18282693,Raydiant,,Hollywood,25.9896,-80.11738,Entire home/apt,175,30,8,2022-10-31,0.15,8,364,0,
3649076,Waterfront Home in Fort Lauderdale- Kayak & BBQ,17715085,Claudia,,Fort Lauderdale,26.102265791974453,-80.15392118746732,Entire home/apt,256,3,0,,,1,177,0,
3718508,Beautiful Hollywood Beach home with heated pool!,18987173,Erica,,Hollywood,26.01283,-80.12256,Entire home/apt,289,3,143,2024-06-04,2.04,1,272,21,
3783599,Sunny Place at Deerfield Beach,2350629,Franco,,Deerfield Beach,26.29798,-80.08901,Private room,50,3,124,2023-10-22,1.80,1,121,15,
3938247,"""The Broadwalk"" = 1/1 on Hlwd Beach",6509464,Rich,,Hollywood,26.01771,-80.11512,Private room,92,5,47,2024-04-28,0.40,5,329,3,
4010331,4Palms Guestroom in private  home,20793680,James,,Dania Beach,26.05539,-80.14111,Private room,54,1,75,2019-03-19,0.64,1,178,0,
4048807,"studio apartment in house w/pool,",18474412,Mike,,Dania Beach,26.05349,-80.14041,Entire home/apt,60,90,124,2019-08-05,1.06,1,361,0,
4064679,Fort Lauderdale Beach Resort,1770887,Chris,,Fort Lauderdale,26.1369065,-80.1051716,Entire home/apt,429,1,16,2024-04-17,0.17,22,35,7,
4097680,"Gorgeous 1 Bedroom, Like New !!",12878437,Vicky,,Hallandale Beach,25.98679,-80.11775,Entire home/apt,126,4,13,2023-03-29,0.13,11,335,0,
4097752,amazing.. Directly access to the beach!!,12878437,Vicky,,Hallandale Beach,25.98675,-80.11761,Entire home/apt,176,1,22,2024-04-07,0.22,11,364,1,
4157531,2 bedroom 2 bathroom unit on the beach 5W,20474214,Fabiana,,Hollywood,25.98912,-80.11805,Entire home/apt,210,5,29,2024-02-27,0.26,7,252,2,
4258380,"Across the beach, golf.  Pompano beach",22100178,Annic,,Pompano Beach,26.24916,-80.08823,Entire home/apt,77,3,59,2024-06-05,0.61,1,183,15,
4283746,One Bedroom beach home Hollywood,22238827,Veronika,,Hollywood,26.02324,-80.11712,Hotel room,,1,1,2022-04-03,0.04,5,357,0,
4284986,Superior Standard Room,22238827,Veronika,,Hollywood,26.02179,-80.11741,Private room,116,1,74,2023-03-12,0.89,5,347,0,
4294956,Vacation Home Rental,350312,Jaime,,Hollywood,26.01262,-80.15834,Entire home/apt,115,60,2,2024-05-24,0.03,2,270,1,
4295517,Vacation Apartment Rental,350312,Jaime,,Hollywood,26.01465,-80.15846,Entire home/apt,60,60,6,2023-11-12,0.06,2,365,1,
4311927,"3bd house, pool, 1.3 miles to beach",19347509,Dinissa,,Deerfield Beach,26.30717,-80.08306,Entire home/apt,150,3,100,2024-05-26,0.85,1,77,14,
4315812,"Tropical Oasis, Luxury Surroundings",6270706,Daniel,,Hollywood,26.00605,-80.13534,Private room,540,20,0,,,1,365,0,
4321322,2/2 Fully furnished Condo,14751091,Philip,,Deerfield Beach,26.32101,-80.14515,Entire home/apt,118,7,32,2024-05-26,0.28,4,96,5,
4484576,BlueRoom in the ❤️ of Wilton Manors - Heated pool,3685146,Raazee And Daniel,,Wilton Manors,26.16042,-80.12775,Private room,72,1,700,2024-06-24,5.97,4,41,58,
4490306,"Stay Warm on The Beach ""The Umbrella Drink""",6509464,Rich,,Hollywood,26.01782,-80.11648,Private room,,5,57,2024-05-07,0.49,5,358,1,
4491593,Stay Warm on Hollywood Beach Studio,6509464,Rich,,Hollywood,26.01794,-80.11682,Private room,,4,43,2024-03-17,0.37,5,363,4,
4492175,RedRoom in the ❤️ of Wilton Manors - Heated pool,3685146,Raazee And Daniel,,Wilton Manors,26.16121,-80.12927,Private room,74,1,670,2024-06-24,5.71,4,39,56,
4494878,MIAMI- CHARMING 2 BDRM OCEANVIEW,637272,Bianca,,Hollywood,25.99231,-80.11821,Entire home/apt,315,10,16,2023-12-10,0.14,5,323,1,
4509621,Caribbean resort only 5 minute-drive to the Ocean,5221395,Yolande,,Hallandale Beach,25.98341,-80.15035,Entire home/apt,389,2,62,2024-06-06,0.58,3,145,11,
4538391,Comfortable 4/2 Private Home Walk to Bch Hot tub!,23505135,Lance,,Pompano Beach,26.2284,-80.09725,Entire home/apt,159,2,109,2024-06-16,1.17,1,330,4,
4559328,Pompano Beach Right On the Beach!,11873653,George,,Pompano Beach,26.2285,-80.09129,Entire home/apt,125,7,8,2022-01-01,0.07,1,87,0,
4580179,Vacation Apartment 2&2 +/-90 days,23741402,Andrew,,Hollywood,26.00843,-80.14666,Entire home/apt,80,80,23,2017-08-22,0.20,1,91,0,
4597522,the Tides on Hollywood,23821171,Alex,,Hollywood,25.98778,-80.11787,Entire home/apt,133,4,11,2021-06-14,0.09,1,356,0,
4637874,Fort Lauderdale walk to LAS OLAS,339865,Susan,,Fort Lauderdale,26.12284,-80.1295,Entire home/apt,122,4,114,2024-05-17,1.00,1,275,8,
4668569,room in Fort lauderdale,5514632,Tony,,North Lauderdale,26.21691,-80.22945,Private room,69,1,9,2016-12-04,0.08,12,67,0,
4707242,Cottage Room,24330722,John,,Fort Lauderdale,26.12165,-80.12799,Private room,69,2,382,2024-05-19,3.30,1,238,44,
4729595,Sunny Private Room w/ terrace and Hot tub.,24423385,Fernan Antonio,,Fort Lauderdale,26.119378,-80.154259,Private room,69,3,39,2024-04-21,2.05,1,290,21,
4741523,Room at the Tennis Club,24476265,Bruce,,Fort Lauderdale,26.15072,-80.14721,Private room,60,30,19,2023-03-09,0.16,2,177,0,
4774207,Cozy Lux Studio,24623672,Eileen,,Hollywood,26.01405,-80.13522,Entire home/apt,96,1,180,2024-06-09,1.64,1,239,27,
4786772,Komffy Penthouse w/ King Bed & Ocean View at Tides,24675123,Komffy,,Hollywood,25.98814,-80.11831,Entire home/apt,127,5,209,2024-05-19,1.87,3,57,23,
4786849,Tropical Tiki Pool Home,24676288,Martha,,Deerfield Beach,26.29874,-80.08931,Entire home/apt,285,3,11,2023-01-03,0.16,1,279,0,
4800053,Direct Oceanfront-On the Beach-Pool-Grill-Parking,20852213,Marc,,Deerfield Beach,26.31044,-80.07579,Entire home/apt,504,2,27,2024-06-13,0.23,1,341,9,
4808775,"Luxurious Close to Beach ""Little Palace""",8869038,Kenneth,,Pompano Beach,26.22521,-80.09757,Entire home/apt,429,5,54,2024-01-03,0.52,1,286,2,
4836110,Luxury Penthouse On The Beach 3/3 Oceanfront Condo,2001930,Dmitri,,Hollywood,25.98755,-80.11758,Entire home/apt,343,3,10,2023-08-08,0.10,25,315,1,
4853300,"Directly On The Beach! Full kitchen, Free Parking",24968522,Terri,,Pompano Beach,26.24757,-80.08713,Entire home/apt,147,3,22,2024-04-01,0.19,7,208,3,
4867216,Beautiful 😎 Waterfront home 3 Bdrms  Pool ☀️ Sand 🏖,25026680,Joe,,Fort Lauderdale,26.10464,-80.12815,Entire home/apt,205,3,176,2024-06-17,1.60,1,65,11,
4876339,"Ultra Fest 25mins, Hollywood Beach 5mins",24515578,Wynwood Buena Vista Club,,Hollywood,26.00808,-80.15411,Entire home/apt,144,2,100,2024-03-31,0.87,1,365,3,
4923644,OCEANFRONT ON THE BEACH 1/1.5 8FL ON THE BEACH,2001930,Dmitri,,Hollywood,25.98794,-80.11943,Entire home/apt,229,7,2,2019-05-13,0.02,25,167,0,
4923853,"Beachfront Hollywood 1 bedrm 1,5 bath free parking",25361296,Nelly,,Hollywood,25.99416,-80.11698,Entire home/apt,116,28,20,2023-03-15,0.20,3,167,0,
4925618,Wow! Beach House Just Steps Away from the Ocean,25372446,Alida,,Pompano Beach,26.22804,-80.09029,Entire home/apt,336,3,41,2024-05-17,0.46,3,254,7,
4930326,OCEANFRONT MODERN 2/2 BEDROOM ON THE BEACH 2TH FL,2001930,Dmitri,,Hollywood,25.98709,-80.11886,Entire home/apt,206,7,16,2024-05-27,0.18,25,242,3,
4939909,Cozy Little studio steps from the beach,22238827,Veronika,,Hollywood,26.02373,-80.11699,Private room,133,1,77,2023-02-11,0.92,5,344,0,
4948999,Historic house  built in 1924,25507540,Mermolina,,Fort Lauderdale,26.12163,-80.12977,Private room,72,2,563,2024-06-09,4.89,1,312,23,
